0	-47.49099737129485
1	122.2091305833558
2	22.892819398216073
3	-69.36480354792154
4	-66.5977213358374
5	-30.5477290957328
6	-70.01265719725642
7	-132.01336038855592
8	-107.68359280534676
9	110.83465460471209
10	-50.52343391877076
11	-93.61931184727439
12	-75.32813405212441
13	69.5771979303914
14	93.84801544879156
15	34.02082233852144
16	-157.0846215239458
17	-79.15528799442586
18	35.02019943329812
19	-33.68764465967474
20	36.92903148252323
21	12.84800940738265
22	9.952957148993281
23	-100.68066134461331
24	-22.094096660056973
25	-20.68693458218577
26	26.3266974228834
27	47.444910980555804
28	-1.0492921264018475
29	-25.73383329112185
30	221.55261248918242
31	-111.62626993754093
32	89.84378607083009
33	-133.60114313262008
34	80.9395313449915
35	-141.3528478495441
36	110.61293643862953
37	-40.65889384001529
38	3.713230871645491
39	-72.11323361999729
40	-12.745775630183543
41	-57.4712968920684
42	51.83471109542448
43	-32.970465339398764
44	-0.9884906372970563
45	126.24214419711338
46	122.22818376058923
47	169.64544734046157
48	60.785999988762676
49	23.123900642658736
50	188.92065062348294
51	212.00331008399513
52	121.89635815820961
53	195.98510481658016
54	152.52378676287236
55	150.15040505493573
56	62.47354457627122
57	50.37727746471343
58	211.6618480889306
59	133.96343704444175
60	69.37844074736354
61	-91.15312452947518
62	-38.71340600537682
63	2.9264208045374716
64	-85.09175916060045
65	-118.08083402628242
66	-265.4877126724503
67	133.72153947612543
68	-85.23734955457185
69	91.30686640663174
70	-146.96997726078442
71	12.08080785185289
72	19.8284860773961
73	-38.41495880272476
74	60.57161152131141
75	142.3174617268406
76	-147.9089472953802
77	-167.40173339091132
78	-52.482676407060026
79	6.780305039439483
80	-92.36087741831892
81	159.32433444844207
82	15.749251077032936
83	45.238904878732896
84	67.85167986578291
85	140.29166567023378
86	121.5806914910883
87	-78.69809287804863
88	129.73205964455417
89	-39.17988163869197
90	152.16602656128782
91	52.01985487045565
92	31.367091737573954
93	-71.28386150024174
94	-102.83488610165492
95	-109.3412116234821
96	-98.90537927843035
97	48.34936114852182
98	-41.069743892736284
99	107.6054920307541
