0	-265.4877126724503
1	-167.40173339091132
2	-157.0846215239458
3	-147.9089472953802
4	-146.96997726078442
5	-141.3528478495441
6	-133.60114313262008
7	-132.01336038855592
8	-118.08083402628242
9	-111.62626993754093
10	-109.3412116234821
11	-107.68359280534676
12	-102.83488610165492
13	-100.68066134461331
14	-98.90537927843035
15	-93.61931184727439
16	-92.36087741831892
17	-91.15312452947518
18	-85.23734955457185
19	-85.09175916060045
20	-79.15528799442586
21	-78.69809287804863
22	-75.32813405212441
23	-72.11323361999729
24	-71.28386150024174
25	-70.01265719725642
26	-69.36480354792154
27	-66.5977213358374
28	-57.4712968920684
29	-52.482676407060026
30	-50.52343391877076
31	-47.49099737129485
32	-41.069743892736284
33	-40.65889384001529
34	-39.17988163869197
35	-38.71340600537682
36	-38.41495880272476
37	-33.68764465967474
38	-32.970465339398764
39	-30.5477290957328
40	-25.73383329112185
41	-22.094096660056973
42	-20.68693458218577
43	-12.745775630183543
44	-1.0492921264018475
45	-0.9884906372970563
46	2.9264208045374716
47	3.713230871645491
48	6.780305039439483
49	9.952957148993281
50	12.08080785185289
51	12.84800940738265
52	15.749251077032936
53	19.8284860773961
54	22.892819398216073
55	23.123900642658736
56	26.3266974228834
57	31.367091737573954
58	34.02082233852144
59	35.02019943329812
60	36.92903148252323
61	45.238904878732896
62	47.444910980555804
63	48.34936114852182
64	50.37727746471343
65	51.83471109542448
66	52.01985487045565
67	60.57161152131141
68	60.785999988762676
69	62.47354457627122
70	67.85167986578291
71	69.37844074736354
72	69.5771979303914
73	80.9395313449915
74	89.84378607083009
75	91.30686640663174
76	93.84801544879156
77	107.6054920307541
78	110.61293643862953
79	110.83465460471209
80	121.5806914910883
81	121.89635815820961
82	122.2091305833558
83	122.22818376058923
84	126.24214419711338
85	129.73205964455417
86	133.72153947612543
87	133.96343704444175
88	140.29166567023378
89	142.3174617268406
90	150.15040505493573
91	152.16602656128782
92	152.52378676287236
93	159.32433444844207
94	169.64544734046157
95	188.92065062348294
96	195.98510481658016
97	211.6618480889306
98	212.00331008399513
99	221.55261248918242
